ticket_id,user_input_text,category,priority,user_name,device,application,system,error_message,department,annotated_for_ner,cleaned_input
T1229,Mouse not detected after system restart,Other / General Support,High,None,None,None,None,None,HR,no,mouse not detected after system restart
T1230,Neha reports: LAN connection not working in Teams on SRV-18 showing server not reachable,Hardware Issue,Low,Neha,desktop,Teams,SRV-18,server not reachable,Sales,yes,neha reports lan connection not working in teams on srv-18 showing server not reachable
T1231,VPN not connecting from home,Email / Communication Issue,Medium,None,None,None,None,None,HR,no,vpn not connecting from home
T1232,Software installation failing with error,Email / Communication Issue,High,None,None,None,None,None,HR,no,software installation failing with error
T1233,LAN connection not working,Hardware Issue,Medium,None,None,None,None,None,HR,no,lan connection not working
T1234,Software installation failing with error,Other / General Support,High,None,None,None,None,None,Finance,no,software installation failing with error
T1235,Amit reports: Internet is very slow today,Software Issue,Medium,Amit,None,None,None,None,Finance,yes,amit reports internet is very slow today
T1236,Application crashes when opening,Hardware Issue,Low,None,None,None,None,None,Admin,no,application crashes when opening
T1237,LAN connection not working,Other / General Support,Medium,None,None,None,None,None,Operations,no,lan connection not working
T1238,Mouse not detected after system restart,Network Issue,High,None,None,None,None,None,Admin,no,mouse not detected after system restart
T1239,Internet is very slow today,Other / General Support,Medium,None,None,None,None,None,IT,no,internet is very slow today
T1240,Rahul reports: Mouse not detected after system restart on SRV-54 showing slow performance,Other / General Support,High,Rahul,mouse,None,SRV-54,slow performance,Operations,yes,rahul reports mouse not detected after system restart on srv-54 showing slow performance
T1241,Software installation failing with error,Hardware Issue,Low,None,None,None,None,None,Admin,no,software installation failing with error
T1242,Keyboard keys not responding properly,Hardware Issue,Medium,None,None,None,None,None,Sales,no,keyboard keys not responding properly
T1243,VPN not connecting from home,Other / General Support,High,None,None,None,None,None,Operations,no,vpn not connecting from home
T1244,Amit reports: Software installation failing with error on SRV-24,Network Issue,Low,Amit,None,None,SRV-24,None,Finance,yes,amit reports software installation failing with error on srv-24
T1245,Amit reports: LAN connection not working in Chrome,Email / Communication Issue,High,Amit,None,Chrome,None,None,IT,yes,amit reports lan connection not working in chrome
T1246,Priya reports: VPN not connecting from home in Teams on SRV-53,Software Issue,Medium,Priya,printer,Teams,SRV-53,None,Finance,yes,priya reports vpn not connecting from home in teams on srv-53
T1247,VPN not connecting from home,Hardware Issue,High,None,None,None,None,None,Sales,no,vpn not connecting from home
T1248,VPN not connecting from home showing application crash,Hardware Issue,High,None,None,None,None,application crash,Admin,yes,vpn not connecting from home showing application crash
T1249,LAN connection not working,Email / Communication Issue,High,None,None,None,None,None,Sales,no,lan connection not working
T1250,Rahul reports: Application crashes when opening on SRV-59,Access / Authentication Issue,Low,Rahul,PC,None,SRV-59,None,IT,yes,rahul reports application crashes when opening on srv-59
T1251,Vikram reports: Unable to login due to access denied,Email / Communication Issue,Medium,Vikram,None,None,None,None,IT,yes,vikram reports unable to login due to access denied
T1252,Neha reports: Internet is very slow today in Outlook,Software Issue,Medium,Neha,desktop,Outlook,None,None,Operations,yes,neha reports internet is very slow today in outlook
T1253,Software installation failing with error in InternalTool showing slow performance,Software Issue,Low,None,None,InternalTool,None,slow performance,IT,yes,software installation failing with error in internaltool showing slow performance
T1254,Email delivery delayed,Software Issue,Medium,None,None,None,None,None,Admin,no,email delivery delayed
T1255,Mouse not detected after system restart,Email / Communication Issue,Medium,None,None,None,None,None,HR,no,mouse not detected after system restart
T1256,Keyboard keys not responding properly in Chrome on SRV-25,Hardware Issue,Medium,None,None,Chrome,SRV-25,None,HR,yes,keyboard keys not responding properly in chrome on srv-25
T1257,Vikram reports: Outlook not syncing emails in Teams showing login failed,Hardware Issue,High,Vikram,keyboard,Teams,None,login failed,Admin,yes,vikram reports outlook not syncing emails in teams showing login failed
T1258,Priya reports: Internet is very slow today in Excel showing server not reachable,Software Issue,Low,Priya,None,Excel,None,server not reachable,Finance,yes,priya reports internet is very slow today in excel showing server not reachable
T1259,LAN connection not working,Network Issue,Medium,None,None,None,None,None,Operations,no,lan connection not working
T1260,Outlook not syncing emails in InternalTool showing login failed,Software Issue,Low,None,None,InternalTool,None,login failed,Admin,yes,outlook not syncing emails in internaltool showing login failed
T1261,LAN connection not working,Email / Communication Issue,Low,None,None,None,None,None,Admin,no,lan connection not working
T1262,Outlook not syncing emails,Other / General Support,Medium,None,None,None,None,None,Sales,no,outlook not syncing emails
T1263,Unable to login due to access denied,Hardware Issue,Low,None,None,None,None,None,Admin,no,unable to login due to access denied
T1264,Software installation failing with error,Access / Authentication Issue,Medium,None,None,None,None,None,IT,no,software installation failing with error
T1265,Email delivery delayed,Email / Communication Issue,Medium,None,None,None,None,None,Admin,no,email delivery delayed
T1266,Sneha reports: Software installation failing with error in SAP on SRV-11,Access / Authentication Issue,Low,Sneha,None,SAP,SRV-11,None,Finance,yes,sneha reports software installation failing with error in sap on srv-11
T1267,LAN connection not working,Network Issue,High,None,None,None,None,None,Operations,no,lan connection not working
T1268,Internet is very slow today,Hardware Issue,Low,None,None,None,None,None,HR,no,internet is very slow today
T1269,Application crashes when opening in Outlook showing server not reachable,Hardware Issue,Medium,None,None,Outlook,None,server not reachable,Admin,yes,application crashes when opening in outlook showing server not reachable
T1270,Amit reports: LAN connection not working in Excel showing slow performance,Hardware Issue,Low,Amit,None,Excel,None,slow performance,Admin,yes,amit reports lan connection not working in excel showing slow performance
T1271,Internet is very slow today,Software Issue,High,None,None,None,None,None,HR,no,internet is very slow today
T1272,Anita reports: Outlook not syncing emails in SAP showing server not reachable,Access / Authentication Issue,Medium,Anita,None,SAP,None,server not reachable,Finance,yes,anita reports outlook not syncing emails in sap showing server not reachable
T1273,Outlook not syncing emails,Email / Communication Issue,Low,None,None,None,None,None,Operations,no,outlook not syncing emails
T1274,LAN connection not working,Other / General Support,High,None,None,None,None,None,Finance,no,lan connection not working
T1275,Amit reports: Outlook not syncing emails in InternalTool showing blue screen,Network Issue,Low,Amit,mouse,InternalTool,None,blue screen,Operations,yes,amit reports outlook not syncing emails in internaltool showing blue screen
T1276,Rahul reports: Email delivery delayed,Network Issue,Medium,Rahul,mouse,None,None,None,Finance,yes,rahul reports email delivery delayed
T1277,Priya reports: Internet is very slow today on SRV-23 showing blue screen,Software Issue,Medium,Priya,None,None,SRV-23,blue screen,Finance,yes,priya reports internet is very slow today on srv-23 showing blue screen
T1278,Mouse not detected after system restart,Software Issue,Low,None,None,None,None,None,Operations,no,mouse not detected after system restart
T1279,Software installation failing with error,Network Issue,High,None,None,None,None,None,Admin,no,software installation failing with error
T1280,Karan reports: Outlook not syncing emails in SAP,Software Issue,Medium,Karan,desktop,SAP,None,None,Finance,yes,karan reports outlook not syncing emails in sap
T1281,LAN connection not working,Network Issue,High,None,None,None,None,None,IT,no,lan connection not working
T1282,Application crashes when opening,Email / Communication Issue,Low,None,None,None,None,None,Admin,no,application crashes when opening
T1283,Mouse not detected after system restart,Other / General Support,Low,None,None,None,None,None,Admin,yes,mouse not detected after system restart
T1284,Anita reports: Mouse not detected after system restart in InternalTool on SRV-32 showing 404 error,Other / General Support,Low,Anita,None,InternalTool,SRV-32,404 error,Operations,yes,anita reports mouse not detected after system restart in internaltool on srv-32 showing 404 error
T1285,Email delivery delayed,Other / General Support,Medium,None,None,None,None,None,Finance,no,email delivery delayed
T1286,Vikram reports: Software installation failing with error in Excel on SRV-27 showing connection timeout,Other / General Support,Low,Vikram,None,Excel,SRV-27,connection timeout,HR,yes,vikram reports software installation failing with error in excel on srv-27 showing connection timeout
